#_RAJ2000	_DECJ2000	SpeakTot	Sdensity	Maj	Min	PA	flag
169.636244	43.196847	7.446557e+00	2.280897e-03	28.540	20.810	89.4	1
170.161960	44.327550	7.429246e+00	1.096973e-02	7.492	5.044	117.8	0
171.978499	44.827195	7.421067e+00	1.324599e-02	5.436	4.195	156.5	0
168.551951	45.066043	7.409487e+00	9.830166e-03	9.599	4.841	126.1	1
169.509826	44.145697	7.409366e+00	7.350562e-03	11.325	6.535	91.2	1
168.534828	46.380011	7.389829e+00	1.059474e-02	6.714	4.586	91.9	0
172.705004	43.840874	7.378098e+00	5.474382e-03	10.309	8.430	-157.3	1
170.776761	43.288040	7.366286e+00	1.508712e-02	4.501	3.435	151.0	0
168.570225	46.917627	7.363011e+00	1.380780e-02	5.427	3.457	148.0	0
170.873446	45.879617	7.359266e+00	3.144985e-02	4.917	3.138	-173.2	0
169.441365	46.050816	7.358267e+00	1.061799e-02	6.986	4.283	98.7	0
173.563652	45.999145	7.341703e+00	1.388502e-02	3.985	3.302	158.0	0
173.609998	46.542567	7.328183e+00	2.035606e-02	3.340	3.109	54.0	1
170.936444	48.203248	7.327988e+00	1.403829e-02	4.391	3.582	111.9	0
169.634942	47.959710	7.321366e+00	4.878472e-03	66.159	3.990	159.1	1
168.161014	47.715951	7.301018e+00	2.515424e-02	7.102	3.041	52.3	0
174.013596	46.481010	7.296066e+00	7.832599e-03	7.476	5.864	127.3	1
167.913761	46.777627	7.275175e+00	1.577274e-02	5.136	3.154	159.4	0
169.443969	43.228100	7.265344e+00	2.137023e-03	30.159	20.741	72.1	1
173.271445	45.893911	7.264463e+00	1.038151e-02	8.297	3.889	166.8	0
168.083010	46.429897	7.262911e+00	1.296370e-02	8.769	3.070	163.9	0
171.530674	44.855308	7.260839e+00	1.265506e-02	5.493	4.336	117.8	0
171.064306	44.055487	7.239912e+00	1.369251e-02	6.976	3.573	137.0	0
170.625261	46.305690	7.216766e+00	4.009315e-01	1.286	1.012	-136.3	0
169.255549	47.155492	7.210568e+00	1.713742e-02	4.221	3.282	46.4	0
173.155192	46.676956	7.207504e+00	1.540065e-02	4.149	3.325	-161.0	0
171.935111	45.218179	7.194730e+00	1.279063e-02	9.965	5.775	-168.7	0
166.938200	46.915024	7.177225e+00	1.231613e-02	5.664	3.803	134.3	0
170.175519	43.952793	7.174686e+00	5.227458e-02	3.954	2.224	168.0	0
168.888258	47.502544	7.159569e+00	1.657308e-02	5.475	4.636	111.5	0
168.987235	44.831604	7.149388e+00	1.902698e-02	4.978	3.841	65.8	0
169.443361	43.925660	7.140393e+00	1.171036e-02	5.894	5.323	104.6	0
167.344232	46.808249	7.123546e+00	1.631969e-02	4.049	3.427	-154.9	0
170.446733	47.678623	7.123167e+00	4.007408e-02	4.067	2.865	124.3	0
170.713303	43.914474	7.118815e+00	1.431637e-02	7.359	3.459	151.3	0
168.078082	44.433875	7.111717e+00	8.167347e-03	12.755	4.751	151.4	1
169.763364	45.303600	7.073526e+00	1.030751e-02	9.167	4.778	-158.6	0
168.439577	46.227224	7.072323e+00	1.232649e-02	7.653	3.626	-171.8	0
169.210262	44.488344	7.058646e+00	2.323834e-02	4.009	2.953	-175.8	0
169.613078	46.675553	7.045226e+00	1.138622e-02	6.060	4.614	87.8	0
168.751386	47.150732	7.042868e+00	1.163630e-02	6.342	3.564	135.7	0
172.434879	46.510843	7.036028e+00	1.158194e-02	5.186	4.419	179.6	0
170.085146	43.727088	7.017556e+00	1.022595e-02	13.497	4.719	-162.5	0
172.168522	43.655064	7.016340e+00	1.288584e-02	10.513	4.024	89.5	0
172.121495	44.755292	7.013267e+00	1.948130e-01	1.755	1.461	90.6	0
168.906491	47.583646	7.009993e+00	1.337147e-02	5.819	3.481	-138.7	0
167.714204	44.771908	7.009575e+00	1.455779e-02	4.944	4.590	-172.1	0
169.033352	48.005959	7.001905e+00	1.135751e-02	9.698	5.022	68.8	0
168.024381	43.917148	6.999795e+00	1.488526e-02	5.745	3.953	-159.1	0
172.833406	44.444722	6.995585e+00	1.009464e-02	8.809	4.082	-159.0	0
170.070508	44.050255	6.986203e+00	1.137355e-02	8.345	4.920	173.7	0
168.950282	46.680674	6.971409e+00	1.318470e-02	5.590	3.360	165.4	0
172.322163	48.026674	6.964609e+00	5.336865e-02	3.102	2.357	132.0	1
169.275954	44.226284	6.943326e+00	6.693975e-03	13.030	6.294	136.4	1
166.826120	46.214546	6.940521e+00	2.991926e-03	17.839	10.951	178.6	1
170.316026	44.958740	6.935697e+00	1.792170e-02	5.529	3.181	-162.0	0
171.645661	45.992779	6.928800e+00	2.417164e-03	19.195	14.830	172.0	1
172.019628	46.806543	6.928015e+00	2.523867e-02	4.287	3.842	122.2	0
169.208379	46.793231	6.920265e+00	7.323031e-02	3.615	1.780	176.5	0
172.148197	43.601536	6.916850e+00	1.049200e-02	8.472	3.660	62.3	0
167.878541	47.907494	6.910314e+00	8.928054e-03	7.762	5.319	169.6	1
171.123798	45.274709	6.904963e+00	1.092125e-02	6.537	4.955	143.6	0
171.890790	44.286923	6.902221e+00	1.272885e-02	5.684	4.028	155.2	0
170.299542	45.753240	6.900297e+00	9.735868e-03	14.764	3.515	-177.2	1
170.225604	44.808737	6.893846e+00	9.947829e-03	8.967	6.386	90.4	1
170.622918	46.306839	6.889654e+00	3.827586e-01	1.681	0.786	-144.5	1
168.774368	44.298869	6.869802e+00	9.252258e-03	8.105	6.910	149.9	1
169.412560	44.416457	6.852502e+00	2.255968e-02	3.679	3.236	-168.8	0
173.523048	47.184890	6.850198e+00	1.602386e-02	3.759	3.248	162.9	0
166.778445	46.873880	6.850182e+00	1.801494e-02	3.525	3.030	154.0	0
172.061504	44.423048	6.842948e+00	1.462168e-02	4.599	3.416	161.7	0
170.431991	43.892540	6.842127e+00	1.949324e-02	4.239	3.207	138.7	0
169.811888	44.783726	6.838685e+00	1.923681e-02	4.600	3.380	-164.4	0
167.199390	47.292406	6.830866e+00	7.804474e-03	8.542	7.008	174.7	1
169.068903	48.181094	6.829859e+00	5.928697e-03	10.728	7.004	147.4	1
173.362132	47.286911	6.828081e+00	8.821810e-03	6.665	4.631	110.5	1
168.671259	43.905428	6.813214e+00	4.672986e-03	74.433	1.819	-178.7	1
170.504301	46.721528	6.808825e+00	1.100416e-02	6.443	4.094	111.2	0
169.403301	47.983253	6.808324e+00	1.298679e-02	5.294	3.866	-155.8	0
169.228450	45.888322	6.806399e+00	5.510139e-03	13.200	9.286	111.2	1
169.920986	43.244797	6.791305e+00	9.799863e-03	6.645	4.614	152.3	1
170.485976	44.379988	6.788184e+00	1.077490e-02	10.455	7.039	128.0	0
170.720026	47.213864	6.787444e+00	1.138355e-02	5.060	4.358	68.5	0
169.265710	48.050269	6.783808e+00	1.196439e-02	5.057	3.943	168.0	0
169.600581	48.004130	6.773266e+00	1.802599e-02	3.797	3.328	-176.7	0
168.959562	46.226754	6.763985e+00	1.151807e-02	4.940	4.082	81.6	0
169.819182	43.449435	6.760614e+00	9.755575e-03	7.285	5.435	87.6	1
169.632684	45.114852	6.745930e+00	2.254279e-02	4.548	3.036	-156.9	0
167.402759	45.893693	6.742601e+00	1.393819e-02	4.870	3.850	93.3	0
168.116735	43.842477	6.738460e+00	1.584588e-02	8.631	3.479	147.6	0
170.797478	46.649450	6.737206e+00	1.324918e-02	4.473	3.678	-174.8	0
171.196987	44.163908	6.736297e+00	8.293379e-03	8.549	5.971	-158.4	1
167.632412	46.270950	6.711595e+00	1.237731e-02	5.660	3.123	130.6	0
172.364081	44.270349	6.711436e+00	1.308272e-02	7.281	3.324	108.9	0
171.617381	44.425682	6.710562e+00	1.147105e-02	6.534	4.757	139.0	0
169.531229	47.884046	6.699327e+00	7.140237e-03	8.889	5.388	56.8	1
170.326345	45.198945	6.689878e+00	1.011319e-02	9.749	4.476	153.4	0
173.365679	45.621391	6.686406e+00	6.460296e-03	10.425	8.842	93.9	1
170.480807	44.388354	6.682594e+00	2.911806e-02	8.061	2.398	107.1	0
169.373437	44.440123	6.668135e+00	1.277420e-02	6.489	6.065	115.8	0
172.887055	47.053352	6.664935e+00	2.162185e-02	6.354	2.850	121.4	0
171.048651	45.616433	6.661825e+00	1.096597e-02	6.865	4.604	151.9	0
169.516304	48.388624	6.658719e+00	1.080084e-02	4.413	4.380	117.6	0
171.124973	46.589782	6.654219e+00	3.891356e-02	3.028	2.782	169.5	1
172.389087	47.213848	6.651611e+00	6.598821e-03	7.256	6.828	-142.0	1
171.825080	44.453153	6.644136e+00	1.880859e-02	4.654	3.122	155.9	0
167.120270	46.398794	6.623802e+00	1.123631e-02	11.789	4.586	122.2	0
168.449670	46.391353	6.609596e+00	1.083985e-02	7.480	4.446	162.7	0
171.697517	43.683045	6.604381e+00	1.188373e-02	5.497	4.264	162.1	0
172.023640	44.389586	6.603960e+00	1.099286e-02	6.837	4.065	158.9	0
172.609237	44.953513	6.602944e+00	1.159937e-02	7.016	4.130	165.5	0
168.931544	46.058834	6.585457e+00	1.548608e-02	13.135	2.614	87.0	0
173.707074	46.806498	6.582431e+00	1.341984e-02	4.778	3.350	150.2	0
168.888418	47.495207	6.580182e+00	2.812044e-02	5.440	2.955	135.2	0
172.470051	47.711903	6.570671e+00	4.232316e-02	3.580	3.188	58.7	0
166.901837	46.512106	6.565392e+00	1.344678e-02	4.386	3.495	-144.6	0
168.691565	45.497615	6.546726e+00	9.829919e-03	8.667	4.615	151.2	1
169.507429	46.058199	6.544377e+00	7.128952e-03	7.989	6.578	165.4	1
166.994639	46.413347	6.539202e+00	1.191112e-02	5.343	3.831	-139.2	0
172.525080	47.730161	6.538775e+00	4.733098e-03	9.590	8.421	132.8	1
169.247970	45.944585	6.534088e+00	1.018961e-02	8.324	4.842	147.9	0
171.696206	48.251219	6.533574e+00	8.826173e-03	6.594	4.535	106.1	1
172.822467	46.960985	6.533446e+00	5.006472e-02	3.152	2.794	99.5	0
169.478817	43.295142	6.525071e+00	2.815565e-02	3.303	2.997	76.9	0
169.200058	47.649852	6.520556e+00	8.523602e-03	8.762	4.040	153.2	1
172.923662	45.890201	6.512743e+00	2.984074e-02	3.295	2.750	-169.9	0
171.938878	46.305832	6.511886e+00	8.823694e-03	5.767	4.953	152.9	1
171.061854	45.511009	6.508027e+00	1.397322e-02	5.305	4.097	147.8	0
169.807611	43.173315	6.481789e+00	1.365306e-02	5.507	3.750	76.4	1
168.311309	46.899250	6.464692e+00	3.384213e-03	29.965	10.241	146.9	1
168.649425	43.658187	6.464194e+00	1.153805e-02	6.098	4.222	-136.6	0
173.701327	47.331426	6.463663e+00	6.383865e-02	3.053	2.201	-163.3	0
172.939498	44.672079	6.452973e+00	7.098980e-03	14.120	7.029	77.6	1
173.046152	47.810351	6.450492e+00	1.791803e-01	1.905	1.427	162.7	0
172.631564	44.346644	6.439036e+00	1.490518e-02	5.259	3.771	-178.3	0
170.205056	47.759134	6.437277e+00	1.021790e-01	2.322	1.910	48.7	1
170.092255	47.649202	6.435098e+00	1.017809e-02	5.672	4.087	144.0	0
170.293339	46.654806	6.428186e+00	1.752743e-02	3.501	3.176	159.0	0
171.440875	44.908619	6.427465e+00	1.400319e-02	4.479	3.843	133.2	0
171.093822	44.491328	6.424660e+00	1.094025e-02	6.620	4.683	126.6	1
173.009719	46.381098	6.415485e+00	1.084155e-02	5.441	3.784	47.2	0
169.353510	44.072649	6.413795e+00	1.289853e-02	6.168	3.899	-143.3	0
169.732469	43.635796	6.405763e+00	7.189409e-03	22.637	5.379	-149.0	1
173.507194	45.773197	6.402014e+00	7.669379e-03	6.416	4.957	70.8	1
172.346072	43.635030	6.389587e+00	3.234415e-03	22.610	16.485	167.2	1
172.675252	46.927706	6.389113e+00	1.682231e-03	27.865	16.169	-161.5	1
170.225429	45.896338	6.386477e+00	1.320202e-02	9.283	4.782	-151.5	0
168.375524	44.445781	6.385869e+00	7.670714e-03	10.010	5.577	139.5	1
167.221657	46.378796	6.374387e+00	1.402505e-02	4.965	3.731	-151.5	0
168.957656	46.319520	6.362955e+00	1.359606e-02	5.020	3.374	-141.9	0
170.087676	46.017775	6.362595e+00	9.717594e-03	6.207	5.333	171.5	1
169.578324	46.300413	6.349822e+00	2.475564e-02	7.061	2.059	85.7	0
170.118378	47.139583	6.345221e+00	1.123545e-02	4.975	4.135	119.0	0
167.535771	45.366373	6.341068e+00	1.657796e-02	5.418	3.468	-146.5	0
168.985804	44.277761	6.334339e+00	1.016340e-02	7.927	4.695	179.9	0
170.283366	47.215120	6.333299e+00	5.455038e-03	9.828	6.509	155.5	1
171.043983	44.246997	6.325192e+00	1.171332e-01	2.389	1.737	167.5	0
169.401480	44.948814	6.324726e+00	3.904152e-02	2.818	2.692	104.2	0
172.892074	47.067404	6.321614e+00	1.072369e-02	15.901	3.855	103.6	0
171.298456	43.895687	6.318787e+00	8.588225e-03	8.898	5.035	175.2	1
172.852238	43.931258	6.318751e+00	5.719621e-03	8.930	7.263	-162.1	1
171.077111	44.687795	6.316961e+00	7.071884e-03	11.368	9.778	62.1	1
172.215863	44.683890	6.316531e+00	8.113720e-03	10.253	4.620	136.7	1
167.906434	45.953681	6.314269e+00	1.150140e-02	8.850	3.528	-152.1	0
169.657484	43.851669	6.310899e+00	1.659671e-02	5.228	3.761	158.6	0
170.102124	45.909392	6.310414e+00	9.539553e-03	7.808	4.764	-159.5	1
172.836473	46.539597	6.298391e+00	7.015752e-03	9.420	5.336	146.8	1
170.137642	44.295333	6.296553e+00	6.302856e-03	19.430	7.460	-154.6	1
169.592520	47.765679	6.294178e+00	6.188965e-03	9.865	5.447	-176.8	1
170.875977	43.789362	6.292964e+00	1.545234e-02	4.478	3.814	124.1	0
172.504819	47.883333	6.273329e+00	9.262944e-03	5.348	4.332	93.3	1
169.246360	48.207956	6.272079e+00	7.616368e-03	8.304	4.830	87.4	1
169.163060	44.083747	6.258557e+00	1.441234e-02	5.830	3.461	156.9	0
169.323553	44.810979	6.244436e+00	9.806731e-03	10.430	4.180	-175.3	1
173.190431	46.957313	6.238106e+00	8.886191e-03	8.326	3.871	140.0	1
171.916924	47.722224	6.234689e+00	8.659291e-03	5.657	4.917	-169.9	1
169.837488	44.388158	6.218675e+00	1.137389e-02	7.110	4.247	149.6	0
169.015103	43.376700	6.217179e+00	3.333161e-03	20.486	8.149	129.7	1
171.813968	45.657075	6.216650e+00	8.661303e-03	7.780	4.015	163.6	1
168.327161	45.044978	6.214914e+00	1.354012e-02	5.554	3.977	141.7	0
166.854061	46.665607	6.209594e+00	8.287747e-03	7.603	5.492	136.1	1
173.103254	47.547969	6.200703e+00	9.738049e-03	7.613	4.536	153.7	1
169.674208	45.571905	6.197543e+00	3.166050e-02	3.737	3.307	89.5	0
167.715616	44.403987	6.182279e+00	3.236371e-03	13.880	11.201	90.4	1
168.133514	45.742368	6.178278e+00	1.880754e-02	3.488	3.149	-178.7	0
170.093081	44.220478	6.169935e+00	1.133138e-02	6.446	5.165	163.4	0
170.046417	47.152214	6.169070e+00	5.664894e-03	9.125	7.405	101.1	1
170.294305	46.688006	6.166158e+00	1.274658e-02	13.310	3.200	147.5	0
173.181036	45.584107	6.165778e+00	1.181183e-02	7.665	3.321	-150.3	0
171.262920	45.859119	6.164680e+00	5.351285e-03	11.267	6.238	72.4	1
171.679269	44.457108	6.163499e+00	1.863492e-02	4.069	3.435	162.9	0
169.682365	43.209010	6.157784e+00	2.508518e-03	29.245	11.493	156.8	1
170.845733	44.090605	6.154083e+00	1.248926e-02	6.993	4.270	-157.9	0
171.012440	44.177056	6.145049e+00	1.452730e-02	8.008	5.204	137.9	1
168.446256	45.539458	6.142333e+00	6.876388e-03	8.727	7.000	117.7	1
167.421912	45.532261	6.141743e+00	7.843861e-03	7.772	6.411	92.4	1
171.285113	48.165605	6.134924e+00	6.749091e-03	6.742	6.348	-144.9	1
170.787486	43.788820	6.118159e+00	7.231866e-03	12.025	5.621	88.3	1
171.984042	45.578779	6.110780e+00	1.452354e-02	5.837	3.946	104.6	0
173.142452	47.096160	6.109539e+00	5.802032e-03	7.938	7.299	108.0	1
169.513654	44.463823	6.097864e+00	1.124548e-02	9.185	4.207	157.2	0
169.883852	44.848976	6.095608e+00	1.389312e-02	5.408	4.487	-167.9	0
166.736117	47.010055	6.093250e+00	1.367733e-02	6.248	2.957	154.2	0
169.995858	44.247261	6.086790e+00	1.394454e-02	5.149	3.924	107.9	0
167.987136	46.631255	6.079897e+00	2.702177e-02	7.855	3.817	-162.0	0
170.006337	43.463264	6.075160e+00	1.677063e-02	8.614	3.816	152.6	1
171.094512	44.308323	6.071054e+00	7.821004e-03	8.477	6.181	98.4	1
168.514113	45.178230	6.057655e+00	2.055184e-02	3.787	3.081	146.0	0
167.113015	46.437542	6.057529e+00	6.713803e-03	20.606	3.740	-147.8	1
170.290760	46.933362	6.053589e+00	3.325691e-03	14.369	8.407	154.0	1
171.150185	44.810063	6.053522e+00	1.842777e-02	3.826	3.384	153.6	0
168.171880	47.531864	6.045816e+00	1.010161e-02	5.056	4.638	71.2	0
172.632505	43.990575	6.034310e+00	9.717085e-03	6.388	4.620	45.9	1
173.905276	47.323150	6.033765e+00	4.975275e-03	10.888	6.546	114.9	1
173.411867	47.201788	6.028975e+00	1.505362e-02	3.788	3.360	163.4	0
169.533741	44.297803	6.024711e+00	1.642730e-02	4.063	3.554	77.4	0
169.564082	43.226610	6.022148e+00	6.862847e-02	2.774	2.152	73.2	0
172.996370	47.238235	6.017765e+00	1.091658e-02	4.803	4.024	-140.8	0
168.797827	45.295373	6.015622e+00	1.330154e-02	6.107	3.470	-154.7	0
170.960984	47.188456	6.012016e+00	9.182156e-03	7.692	3.888	-172.4	1
170.001994	44.761155	6.010040e+00	1.094725e-02	13.907	3.987	174.6	0
169.980998	46.613957	6.002779e+00	1.191028e-02	5.925	3.306	170.2	0
171.621331	46.140003	5.986912e+00	1.462005e-02	3.853	3.617	83.5	0
169.277341	43.335692	5.974143e+00	4.810099e-03	12.744	8.375	-135.9	1
169.621204	43.740490	5.968021e+00	5.619605e-03	49.097	1.802	-163.9	1
173.297429	45.989182	5.957329e+00	1.006731e-02	4.969	3.493	-150.2	0
171.737835	48.333630	5.953763e+00	7.370799e-03	8.683	5.083	-139.3	1
169.343298	45.280492	5.950106e+00	1.384551e-02	8.557	3.157	156.6	0
168.810254	46.239858	5.947956e+00	1.164553e-02	5.871	3.479	167.8	0
170.832685	47.291038	5.944631e+00	4.083552e-03	46.022	4.362	162.5	1
169.237329	45.970822	5.943653e+00	9.820162e-03	7.066	4.757	85.0	1
169.077744	43.852155	5.939933e+00	5.546156e-03	43.950	1.995	-172.5	1
169.135023	46.788562	5.937439e+00	8.298307e-03	6.939	5.971	145.3	1
168.289984	47.052833	5.937436e+00	1.167637e-02	7.561	4.205	47.5	0
169.940930	44.401227	5.931312e+00	1.136267e-02	7.849	3.911	140.7	0
173.145992	46.995133	5.921453e+00	1.164494e-02	5.098	3.690	177.6	0
169.549572	43.603994	5.921099e+00	1.174821e-02	6.651	4.090	-169.4	0
168.627417	45.567245	5.910767e+00	1.034255e-02	6.226	4.437	102.9	0
171.096357	46.505495	5.888954e+00	8.609582e-03	8.002	4.215	156.1	1
171.806238	46.156775	5.881698e+00	1.029168e-02	6.410	3.790	178.2	0
169.064366	44.799923	5.863075e+00	2.189757e-02	6.435	3.204	76.7	0
173.375698	46.462402	5.859273e+00	1.392578e-02	3.737	3.536	114.3	0
168.276789	47.590022	5.853312e+00	1.347913e-02	4.099	3.152	166.5	0
172.018532	45.798662	5.852197e+00	8.003004e-03	8.031	5.231	-165.2	1
168.334024	47.050815	5.846702e+00	3.365977e-03	13.186	11.943	141.5	1
167.433425	45.877842	5.843356e+00	1.527675e-02	4.240	3.564	-156.2	0
169.277073	46.282247	5.843314e+00	6.981260e-03	8.791	7.078	164.9	1
170.763510	44.460293	5.841315e+00	7.680887e-03	10.478	7.781	121.6	1
168.466623	44.687860	5.839109e+00	9.042368e-03	8.205	4.929	132.0	1
172.509569	45.501259	5.838777e+00	1.218315e-02	4.974	3.832	157.1	0
171.487958	46.385494	5.838733e+00	8.084088e-03	6.388	5.030	99.3	1
170.748289	45.766372	5.837169e+00	3.960759e-03	19.388	7.039	122.1	1
170.782946	45.145087	5.835109e+00	7.582988e-03	10.157	7.190	102.0	1
169.673714	45.279446	5.831689e+00	1.751258e-02	4.926	3.246	-155.5	0
169.512207	47.891872	5.829393e+00	1.161812e-02	5.294	4.046	121.4	0
169.946449	45.561159	5.828016e+00	8.576918e-03	7.422	5.516	-151.1	1
170.011881	45.023267	5.827584e+00	1.738280e-02	5.408	3.105	170.3	0
170.984622	45.254944	5.826602e+00	5.629567e-03	14.363	6.245	129.1	1
170.112063	43.874193	5.826251e+00	9.771490e-03	8.746	5.124	-153.3	1
171.932813	48.047306	5.821652e+00	1.262147e-02	4.245	3.301	164.5	0
171.030615	44.989616	5.803046e+00	1.031653e-02	6.217	4.914	95.4	0
171.429963	45.026757	5.802133e+00	8.985108e-03	6.291	5.279	-153.4	1
169.390091	45.592925	5.799121e+00	1.718258e-02	4.163	3.114	153.6	0
173.405219	46.976847	5.797970e+00	2.656573e-02	3.067	2.792	-175.2	0
169.029785	46.957389	5.791654e+00	4.680124e-03	13.578	6.007	70.8	1
167.872533	46.714066	5.790386e+00	1.569210e-02	4.413	3.202	-179.9	0
166.672753	46.841165	5.789895e+00	1.383487e-02	4.908	3.242	177.7	0
168.894467	43.495285	5.789780e+00	1.824990e-02	3.881	2.816	144.6	0
170.245194	45.212990	5.776515e+00	1.060884e-02	8.175	4.412	161.5	0
168.140748	44.684147	5.773992e+00	1.336572e-02	6.780	4.718	137.8	1
168.461781	43.820148	5.765298e+00	9.151266e-03	8.592	5.832	156.7	1
169.207442	46.618505	5.759996e+00	2.438094e-02	7.150	2.588	170.3	0
171.594794	44.342688	5.738734e+00	9.624711e-03	6.620	4.684	123.1	1
171.280574	44.456123	5.736145e+00	1.554511e-02	4.802	2.997	151.1	0
168.218640	45.233835	5.728354e+00	1.571565e-02	4.240	3.441	-161.2	0
169.595153	46.520009	5.725952e+00	1.731202e-02	3.538	2.873	-166.3	0
168.525298	45.370740	5.724666e+00	1.339103e-02	4.664	3.990	128.9	0
172.150459	47.821375	5.720556e+00	1.077317e-02	5.643	4.491	-167.2	0
173.298367	47.290601	5.709620e+00	6.344022e-02	2.726	2.176	-152.9	0
168.138056	46.347978	5.701129e+00	8.226738e-03	7.770	4.270	73.9	1
167.889703	46.046577	5.700266e+00	1.979259e-02	4.456	2.828	67.6	0
172.876476	46.239921	5.699747e+00	5.507001e-03	14.673	8.806	161.1	1
172.530930	47.442424	5.697597e+00	9.141752e-03	5.081	4.920	158.6	1
171.713909	44.934105	5.697520e+00	1.068452e-02	6.740	4.384	138.8	0
172.639797	44.862860	5.695301e+00	1.612258e-02	4.178	3.446	169.2	0
169.270760	43.894424	5.686658e+00	1.027400e-02	13.045	3.328	-170.2	0
172.964088	44.217651	5.680701e+00	1.262378e-02	5.197	3.852	71.7	0
170.050023	46.743714	5.677288e+00	6.199605e-03	9.831	4.653	121.2	1
172.531792	44.128586	5.673148e+00	9.069782e-03	6.508	5.150	-179.1	1
169.796412	45.616312	5.670126e+00	1.923707e-02	4.363	3.694	78.6	1
171.850343	43.986003	5.665489e+00	4.689004e-03	13.942	7.455	125.5	1
170.429989	48.345891	5.664174e+00	1.128884e-02	6.173	4.099	-162.2	0
170.086143	44.119791	5.663241e+00	1.044397e-02	6.191	5.096	134.7	0
169.123946	46.694752	5.653750e+00	6.329415e-03	8.720	7.437	142.0	1
171.302143	44.730265	5.645690e+00	6.603147e-03	10.755	7.176	-173.5	1
171.963877	44.620338	5.625431e+00	7.205163e-03	9.752	7.205	59.0	1
172.623047	44.899330	5.623852e+00	6.543167e-03	7.442	6.042	119.0	1
170.830257	43.589039	5.613524e+00	8.878646e-03	8.019	3.959	179.6	1
170.012265	44.189399	5.613032e+00	6.929669e-02	2.857	1.958	-170.2	0
168.164756	43.886699	5.605668e+00	1.961738e-02	3.553	2.930	166.8	0
170.956542	46.616479	5.604434e+00	1.132209e-02	4.585	3.788	170.1	0
171.059359	43.433067	5.602127e+00	1.565934e-02	6.554	3.023	98.7	0
167.363921	45.670046	5.590400e+00	1.200300e-02	5.185	4.316	65.2	0
170.652313	43.511796	5.588613e+00	1.211623e-02	11.118	2.590	-150.9	0
170.098971	47.358621	5.586226e+00	1.128530e-02	4.492	3.980	144.0	0
171.888760	47.031557	5.580036e+00	6.985960e-03	8.732	4.338	124.1	1
173.983216	46.732887	5.574673e+00	1.238816e-02	3.981	3.763	177.8	0
173.128931	45.634303	5.565357e+00	2.718123e-02	4.571	2.511	149.2	0
171.697628	47.066238	5.563408e+00	5.162058e-03	10.230	6.144	-178.7	1
170.753450	45.282916	5.560302e+00	1.025413e-02	8.105	3.246	-162.4	0
172.089847	47.960915	5.557628e+00	1.553495e-02	3.536	3.146	-145.3	0
168.128927	46.859526	5.549699e+00	1.645452e-03	26.983	16.814	131.9	1
168.727831	47.528499	5.548376e+00	1.251749e-02	4.990	3.316	159.8	0
170.606710	44.413569	5.545053e+00	8.739249e-03	11.343	5.957	176.5	1
167.829465	45.686829	5.540588e+00	1.641656e-02	3.686	3.103	-147.2	0
172.338145	44.016917	5.539411e+00	9.731069e-03	6.559	4.312	147.5	1
167.121201	47.473032	5.537737e+00	1.796508e-02	3.525	2.918	53.7	0
168.282561	46.879887	5.534942e+00	1.042362e-02	6.707	3.882	118.7	0
168.139233	44.404618	5.526447e+00	1.506870e-02	4.482	3.399	160.7	0
169.763259	45.717794	5.524937e+00	4.092546e-02	3.127	2.569	-161.2	1
168.514259	44.426252	5.521086e+00	2.171519e-02	3.850	2.921	-165.1	1
168.099591	47.072142	5.519414e+00	3.504390e-02	2.998	2.447	-177.3	1
169.878951	46.146908	5.515286e+00	1.178480e-02	4.833	3.702	146.8	0
170.546324	47.574171	5.505170e+00	4.893484e-02	2.479	2.425	96.5	0
170.767837	47.159973	5.492799e+00	8.110445e-03	10.950	4.307	85.8	1
171.255783	44.480267	5.489976e+00	7.973822e-03	11.203	4.974	134.4	1
171.632561	45.242597	5.488654e+00	1.250975e-02	5.683	3.508	123.6	0
168.125279	47.949425	5.487053e+00	4.147432e-03	34.607	6.054	141.8	1
169.652573	45.579071	5.477204e+00	1.830311e-02	6.370	3.761	86.4	0
172.305519	44.224877	5.475074e+00	1.520854e-02	3.875	3.540	144.2	0
167.593700	45.902658	5.460987e+00	1.545927e-02	4.095	3.257	178.8	0
171.048750	46.586581	5.452127e+00	6.963126e-03	7.398	5.369	110.5	1
171.469796	43.856054	5.445847e+00	3.841868e-02	5.026	2.224	128.5	1
171.372048	44.679417	5.443621e+00	1.382507e-02	4.936	3.891	168.9	0
169.164232	45.314207	5.443387e+00	1.038319e-02	7.900	4.346	176.8	0
171.729858	45.675104	5.440123e+00	6.679095e-03	9.294	5.181	81.9	1
173.907924	46.557777	5.437426e+00	1.265253e-02	3.671	3.454	102.8	0
173.198975	47.323684	5.416524e+00	8.659511e-03	9.250	3.939	98.6	1
170.297894	44.228334	5.412095e+00	1.314413e-02	5.094	4.199	-149.4	0
172.524623	44.187226	5.396825e+00	1.370622e-02	5.388	3.580	159.9	0
171.839667	44.388384	5.392983e+00	1.361864e-02	4.653	3.325	111.2	0
172.246195	44.009766	5.387435e+00	5.633919e-03	8.208	7.498	65.8	1
172.518814	46.500113	5.386985e+00	1.118792e-02	4.835	3.632	-169.2	0
168.202892	47.982019	5.384024e+00	2.136518e-02	3.014	2.646	-171.7	0
169.680337	47.091456	5.379525e+00	1.335698e-02	4.579	3.704	-146.5	0
171.444839	47.000472	5.378846e+00	7.114876e-03	7.687	4.802	-171.1	1
